Model,Head,Label,Var,Disease,AUC
CheXFound,XGB,5pct,pca95,Support_Devices,0.7447695332674901
CheXFound,XGB,5pct,pca95,No_Finding,0.735669376693767
Early_Fusion,i2,NegBio,raw,Atelectasis,0.7871646828921656
Early_Fusion,i2,NegBio,raw,Cardiomegaly,0.8443627156398484
Early_Fusion,i2,NegBio,raw,Consolidation,0.8104309192419595
Early_Fusion,i2,NegBio,raw,Edema,0.874899879855827
Early_Fusion,i2,NegBio,raw,Enlarged_Cardiomediastinum,0.6783882783882783
Early_Fusion,i2,NegBio,raw,Fracture,0.8612109413996206
Early_Fusion,i2,NegBio,raw,Lung_Lesion,0.8323879559670874
Early_Fusion,i2,NegBio,raw,Lung_Opacity,0.7584253199179447
Early_Fusion,i2,NegBio,raw,Pleural_Effusion,0.930894539675332
Early_Fusion,i2,NegBio,raw,Pneumonia,0.7907876004592422
Early_Fusion,i2,NegBio,raw,Pneumothorax,0.9073734284743459
Early_Fusion,i2,NegBio,raw,Pleural_Other,0.8270870700777242
Early_Fusion,i2,NegBio,raw,Support_Devices,0.9058185993111366
Early_Fusion,i2,NegBio,raw,No_Finding,0.8284760948007217
MedSigLIP,XGB,CheXpert,l2,Atelectasis,0.7919966877880183
MedSigLIP,XGB,CheXpert,l2,Cardiomegaly,0.8305909911944006
MedSigLIP,XGB,CheXpert,l2,Consolidation,0.7555573340803138
MedSigLIP,XGB,CheXpert,l2,Edema,0.864004063278124
MedSigLIP,XGB,CheXpert,l2,Enlarged_Cardiomediastinum,0.7118437118437118
MedSigLIP,XGB,CheXpert,l2,Fracture,0.6742142773688515
MedSigLIP,XGB,CheXpert,l2,Lung_Lesion,0.719431258790436
MedSigLIP,XGB,CheXpert,l2,Lung_Opacity,0.7312324827569399
MedSigLIP,XGB,CheXpert,l2,Pleural_Effusion,0.9131783206586357
MedSigLIP,XGB,CheXpert,l2,Pneumonia,0.7218779896819649
MedSigLIP,XGB,CheXpert,l2,Pneumothorax,0.8525314305130818
MedSigLIP,XGB,CheXpert,l2,Pleural_Other,0.7891273340248963
MedSigLIP,XGB,CheXpert,l2,Support_Devices,0.7667198245788897
MedSigLIP,XGB,CheXpert,l2,No_Finding,0.8071111111111111
CXR_Foundation,LR,CheXpert,l2,Atelectasis,0.7953179003456221
CXR_Foundation,LR,CheXpert,l2,Cardiomegaly,0.829377398961391
CXR_Foundation,LR,CheXpert,l2,Consolidation,0.8043978470957803
CXR_Foundation,LR,CheXpert,l2,Edema,0.8544404940351573
CXR_Foundation,LR,CheXpert,l2,Enlarged_Cardiomediastinum,0.6485470085470086
CXR_Foundation,LR,CheXpert,l2,Fracture,0.6431592475756513
CXR_Foundation,LR,CheXpert,l2,Lung_Lesion,0.7273426511954992
CXR_Foundation,LR,CheXpert,l2,Lung_Opacity,0.7423411566864078
CXR_Foundation,LR,CheXpert,l2,Pleural_Effusion,0.8998811046055141
CXR_Foundation,LR,CheXpert,l2,Pneumonia,0.7245603211644897
CXR_Foundation,LR,CheXpert,l2,Pneumothorax,0.8697927285083248
CXR_Foundation,LR,CheXpert,l2,Pleural_Other,0.7511670124481328
CXR_Foundation,LR,CheXpert,l2,Support_Devices,0.863024745612207
CXR_Foundation,LR,CheXpert,l2,No_Finding,0.7982872628726287
EVA-X,i2,CheXpert,raw,Atelectasis,0.7803229406682028
EVA-X,i2,CheXpert,raw,Cardiomegaly,0.8359604312485889
EVA-X,i2,CheXpert,raw,Consolidation,0.7503151323555893
EVA-X,i2,CheXpert,raw,Edema,0.879947474697422
EVA-X,i2,CheXpert,raw,Enlarged_Cardiomediastinum,0.6278388278388278
EVA-X,i2,CheXpert,raw,Fracture,0.6733496903843907
EVA-X,i2,CheXpert,raw,Lung_Lesion,0.6642492967651195
EVA-X,i2,CheXpert,raw,Lung_Opacity,0.7283858545977431
EVA-X,i2,CheXpert,raw,Pleural_Effusion,0.9083383807793256
EVA-X,i2,CheXpert,raw,Pneumonia,0.7038616632243412
EVA-X,i2,CheXpert,raw,Pneumothorax,0.9121304791029562
EVA-X,i2,CheXpert,raw,Pleural_Other,0.7971343360995851
EVA-X,i2,CheXpert,raw,Support_Devices,0.8282395368012831
EVA-X,i2,CheXpert,raw,No_Finding,0.799550135501355
MedSigLIP,LR,CheXpert,pca95,Atelectasis,0.797406033986175
MedSigLIP,LR,CheXpert,pca95,Cardiomegaly,0.8305557123504178
MedSigLIP,LR,CheXpert,pca95,Consolidation,0.7832489645651174
MedSigLIP,LR,CheXpert,pca95,Edema,0.8463882660456128
MedSigLIP,LR,CheXpert,pca95,Enlarged_Cardiomediastinum,0.7455921855921857
MedSigLIP,LR,CheXpert,pca95,Fracture,0.7269540834209604
MedSigLIP,LR,CheXpert,pca95,Lung_Lesion,0.7345068565400844
MedSigLIP,LR,CheXpert,pca95,Lung_Opacity,0.7391094538275937
MedSigLIP,LR,CheXpert,pca95,Pleural_Effusion,0.9047098279381743
MedSigLIP,LR,CheXpert,pca95,Pneumonia,0.737918331947462
MedSigLIP,LR,CheXpert,pca95,Pneumothorax,0.9028882093102277
MedSigLIP,LR,CheXpert,pca95,Pleural_Other,0.8156120331950207
MedSigLIP,LR,CheXpert,pca95,Support_Devices,0.8743147612877504
MedSigLIP,LR,CheXpert,pca95,No_Finding,0.7842276422764227
EVA-X,LR,5pct,pca95,Atelectasis,0.7358150921658986
EVA-X,LR,5pct,pca95,Cardiomegaly,0.806488484985324
EVA-X,LR,5pct,pca95,Consolidation,0.6910102242942037
EVA-X,LR,5pct,pca95,Edema,0.8254400852297362
EVA-X,LR,5pct,pca95,Enlarged_Cardiomediastinum,0.6318925518925519
EVA-X,LR,5pct,pca95,Fracture,0.6202827433111345
EVA-X,LR,5pct,pca95,Lung_Lesion,0.6661831926863573
EVA-X,LR,5pct,pca95,Lung_Opacity,0.6661012405254564
EVA-X,LR,5pct,pca95,Pleural_Effusion,0.8654463063911882
EVA-X,LR,5pct,pca95,Pneumonia,0.638797242563236
EVA-X,LR,5pct,pca95,Pneumothorax,0.9044512402310567
EVA-X,LR,5pct,pca95,Pleural_Other,0.7879279045643154
EVA-X,LR,5pct,pca95,Support_Devices,0.7645497132191043
EVA-X,LR,5pct,pca95,No_Finding,0.7213252032520325
CXR_Foundation,LR,CheXpert,raw,Atelectasis,0.7932477678571428
CXR_Foundation,LR,CheXpert,raw,Cardiomegaly,0.8290740009031384
CXR_Foundation,LR,CheXpert,raw,Consolidation,0.7794673762980452
CXR_Foundation,LR,CheXpert,raw,Edema,0.8572401917669066
CXR_Foundation,LR,CheXpert,raw,Enlarged_Cardiomediastinum,0.6564102564102564
CXR_Foundation,LR,CheXpert,raw,Fracture,0.6989835261128636
CXR_Foundation,LR,CheXpert,raw,Lung_Lesion,0.7400668073136428
CXR_Foundation,LR,CheXpert,raw,Lung_Opacity,0.7358680022422072
CXR_Foundation,LR,CheXpert,raw,Pleural_Effusion,0.9020795477488391
CXR_Foundation,LR,CheXpert,raw,Pneumonia,0.7433724059619288
CXR_Foundation,LR,CheXpert,raw,Pneumothorax,0.853482840638804
CXR_Foundation,LR,CheXpert,raw,Pleural_Other,0.7636151452282158
CXR_Foundation,LR,CheXpert,raw,Support_Devices,0.8677817746889809
CXR_Foundation,LR,CheXpert,raw,No_Finding,0.8126178861788619
EVA-X,LR,1pct,l2,Atelectasis,0.6855918778801843
EVA-X,LR,1pct,l2,Cardiomegaly,0.7901684917588621
EVA-X,LR,1pct,l2,Consolidation,0.657556173592909
EVA-X,LR,1pct,l2,Edema,0.763190168849027
EVA-X,LR,1pct,l2,Enlarged_Cardiomediastinum,0.5683028083028083
EVA-X,LR,1pct,l2,Fracture,0.6338590956887487
EVA-X,LR,1pct,l2,Lung_Lesion,0.6140998593530239
EVA-X,LR,1pct,l2,Lung_Opacity,0.6674758109721917
EVA-X,LR,1pct,l2,Pleural_Effusion,0.8381396235726944
EVA-X,LR,1pct,l2,Pneumonia,0.5549117959997496
EVA-X,LR,1pct,l2,Pneumothorax,0.7915052667346245
EVA-X,LR,1pct,l2,Pleural_Other,0.5101141078838174
EVA-X,LR,1pct,l2,Support_Devices,0.7496171724219167
EVA-X,LR,1pct,l2,No_Finding,0.7195880758807589
CheXFound,s2,1pct,raw,Atelectasis,0.7137456797235024
CheXFound,s2,1pct,raw,Cardiomegaly,0.8178412169790021
CheXFound,s2,1pct,raw,Consolidation,0.6556953920646672
CheXFound,s2,1pct,raw,Edema,0.768368370848457
CheXFound,s2,1pct,raw,Enlarged_Cardiomediastinum,0.6134798534798535
CheXFound,s2,1pct,raw,Fracture,0.6213810024535577
CheXFound,s2,1pct,raw,Lung_Lesion,0.7391657876230662
CheXFound,s2,1pct,raw,Lung_Opacity,0.6511369452365284
CheXFound,s2,1pct,raw,Pleural_Effusion,0.8575162079099088
CheXFound,s2,1pct,raw,Pneumonia,0.6397718230018865
CheXFound,s2,1pct,raw,Pneumothorax,0.7305470608222902
CheXFound,s2,1pct,raw,Pleural_Other,0.5848677385892116
CheXFound,s2,1pct,raw,Support_Devices,0.7343674963529443
CheXFound,s2,1pct,raw,No_Finding,0.7620108401084013
MedSigLIP,XGB,CheXpert,raw,Atelectasis,0.7739190308179724
MedSigLIP,XGB,CheXpert,raw,Cardiomegaly,0.8340835967487017
MedSigLIP,XGB,CheXpert,raw,Consolidation,0.7713839812721343
MedSigLIP,XGB,CheXpert,raw,Edema,0.8603991427474201
MedSigLIP,XGB,CheXpert,raw,Enlarged_Cardiomediastinum,0.7063736263736264
MedSigLIP,XGB,CheXpert,raw,Fracture,0.6145928262647505
MedSigLIP,XGB,CheXpert,raw,Lung_Lesion,0.7218486286919831
MedSigLIP,XGB,CheXpert,raw,Lung_Opacity,0.7310813774950646
MedSigLIP,XGB,CheXpert,raw,Pleural_Effusion,0.9130437220988402
MedSigLIP,XGB,CheXpert,raw,Pneumonia,0.6809813756784063
MedSigLIP,XGB,CheXpert,raw,Pneumothorax,0.8377845735643901
MedSigLIP,XGB,CheXpert,raw,Pleural_Other,0.7998897821576764
MedSigLIP,XGB,CheXpert,raw,Support_Devices,0.7642642914744977
MedSigLIP,XGB,CheXpert,raw,No_Finding,0.8073712737127373
CheXagent,s2,1pct,raw,Atelectasis,0.759828629032258
CheXagent,s2,1pct,raw,Cardiomegaly,0.840123334838564
CheXagent,s2,1pct,raw,Consolidation,0.7319874347225835
CheXagent,s2,1pct,raw,Edema,0.8539573603557846
CheXagent,s2,1pct,raw,Enlarged_Cardiomediastinum,0.6253968253968254
CheXagent,s2,1pct,raw,Fracture,0.765136114032013
CheXagent,s2,1pct,raw,Lung_Lesion,0.7372099156118144
CheXagent,s2,1pct,raw,Lung_Opacity,0.7420389461626574
CheXagent,s2,1pct,raw,Pleural_Effusion,0.9115350965744667
CheXagent,s2,1pct,raw,Pneumonia,0.7571148842573965
CheXagent,s2,1pct,raw,Pneumothorax,0.9015970098538907
CheXagent,s2,1pct,raw,Pleural_Other,0.6395228215767634
CheXagent,s2,1pct,raw,Support_Devices,0.8544892762973098
CheXagent,s2,1pct,raw,No_Finding,0.8095880758807588
CXR_Foundation,XGB,5pct,pca95,Atelectasis,0.7708453341013825
CXR_Foundation,XGB,5pct,pca95,Cardiomegaly,0.755143655452698
CXR_Foundation,XGB,5pct,pca95,Consolidation,0.7023349806918905
CXR_Foundation,XGB,5pct,pca95,Edema,0.8474660257919057
CXR_Foundation,XGB,5pct,pca95,Enlarged_Cardiomediastinum,0.5576556776556777
CXR_Foundation,XGB,5pct,pca95,Fracture,0.6199205514662928
CXR_Foundation,XGB,5pct,pca95,Lung_Lesion,0.6766877637130801
CXR_Foundation,XGB,5pct,pca95,Lung_Opacity,0.7084594574833663
CXR_Foundation,XGB,5pct,pca95,Pleural_Effusion,0.8937176122215493
CXR_Foundation,XGB,5pct,pca95,Pneumonia,0.6721833284157256
CXR_Foundation,XGB,5pct,pca95,Pneumothorax,0.8016309887869522
CXR_Foundation,XGB,5pct,pca95,Pleural_Other,0.5436332987551867
CXR_Foundation,XGB,5pct,pca95,Support_Devices,0.7577675489067894
CXR_Foundation,XGB,5pct,pca95,No_Finding,0.7647452574525745
CheXagent,i4,10pct,raw,Atelectasis,0.6983141460578921
CheXagent,i4,10pct,raw,Cardiomegaly,0.7528449004258535
CheXagent,i4,10pct,raw,Consolidation,0.6635009892115002
CheXagent,i4,10pct,raw,Edema,0.7805323439824361
CheXagent,i4,10pct,raw,Enlarged_Cardiomediastinum,0.6805750834060504
CheXagent,i4,10pct,raw,Fracture,0.7524073944793687
CheXagent,i4,10pct,raw,Lung_Lesion,0.6153714025834955
CheXagent,i4,10pct,raw,Lung_Opacity,0.6917909412697935
CheXagent,i4,10pct,raw,Pleural_Effusion,0.8046202439799466
CheXagent,i4,10pct,raw,Pneumonia,0.7294642802498958
CheXagent,i4,10pct,raw,Pneumothorax,0.7289360614007434
CheXagent,i4,10pct,raw,Pleural_Other,0.74822539931002
CheXagent,i4,10pct,raw,Support_Devices,0.7879171332474679
CheXagent,i4,10pct,raw,No_Finding,0.8238021680216803
Early_Fusion,i2,5pct,raw,Atelectasis,0.794444844470046
Early_Fusion,i2,5pct,raw,Cardiomegaly,0.8400316098442087
Early_Fusion,i2,5pct,raw,Consolidation,0.7380699893955461
Early_Fusion,i2,5pct,raw,Edema,0.8767265835016043
Early_Fusion,i2,5pct,raw,Enlarged_Cardiomediastinum,0.6792185592185592
Early_Fusion,i2,5pct,raw,Fracture,0.8175721462787708
Early_Fusion,i2,5pct,raw,Lung_Lesion,0.7421105836849506
Early_Fusion,i2,5pct,raw,Lung_Opacity,0.7327484097389779
Early_Fusion,i2,5pct,raw,Pleural_Effusion,0.9181921170110148
Early_Fusion,i2,5pct,raw,Pneumonia,0.7334835438963547
Early_Fusion,i2,5pct,raw,Pneumothorax,0.9188583078491335
Early_Fusion,i2,5pct,raw,Pleural_Other,0.7417984958506224
Early_Fusion,i2,5pct,raw,Support_Devices,0.8375814358072905
Early_Fusion,i2,5pct,raw,No_Finding,0.7922655826558265
BioViL-T,XGB,1pct,l2,Atelectasis,0.6098790322580645
BioViL-T,XGB,1pct,l2,Cardiomegaly,0.6851363174531496
BioViL-T,XGB,1pct,l2,Consolidation,0.4508493567298265
BioViL-T,XGB,1pct,l2,Edema,0.6630204526590934
BioViL-T,XGB,1pct,l2,Enlarged_Cardiomediastinum,0.5893040293040293
BioViL-T,XGB,1pct,l2,Fracture,0.5598551232620633
BioViL-T,XGB,1pct,l2,Lung_Lesion,0.593739011954993
BioViL-T,XGB,1pct,l2,Lung_Opacity,0.5038775559942483
BioViL-T,XGB,1pct,l2,Pleural_Effusion,0.7242748502591022
BioViL-T,XGB,1pct,l2,Pneumonia,0.4816752054218861
BioViL-T,XGB,1pct,l2,Pneumothorax,0.7192660550458716
BioViL-T,XGB,1pct,l2,Pleural_Other,0.59080005186722
BioViL-T,XGB,1pct,l2,Support_Devices,0.6280229787156928
BioViL-T,XGB,1pct,l2,No_Finding,0.6671382113821138
CheXagent,XGB,10pct,l2,Atelectasis,0.7656069988479264
CheXagent,XGB,10pct,l2,Cardiomegaly,0.8447095845563332
CheXagent,XGB,10pct,l2,Consolidation,0.7935733007863303
CheXagent,XGB,10pct,l2,Edema,0.8603991427474202
CheXagent,XGB,10pct,l2,Enlarged_Cardiomediastinum,0.6529426129426129
CheXagent,XGB,10pct,l2,Fracture,0.7328426218016124
CheXagent,XGB,10pct,l2,Lung_Lesion,0.6703696378340366
CheXagent,XGB,10pct,l2,Lung_Opacity,0.7533230971704321
CheXagent,XGB,10pct,l2,Pleural_Effusion,0.9254996971532404
CheXagent,XGB,10pct,l2,Pneumonia,0.7388750301762292
CheXagent,XGB,10pct,l2,Pneumothorax,0.9113829425756031
CheXagent,XGB,10pct,l2,Pleural_Other,0.7932929201244814
CheXagent,XGB,10pct,l2,Support_Devices,0.8581227404111884
CheXagent,XGB,10pct,l2,No_Finding,0.8120433604336044
CheXFound,LR,CheXpert,raw,Atelectasis,0.7629068260368664
CheXFound,LR,CheXpert,raw,Cardiomegaly,0.8411111424700835
CheXFound,LR,CheXpert,raw,Consolidation,0.7846495528121811
CheXFound,LR,CheXpert,raw,Edema,0.8504763202556892
CheXFound,LR,CheXpert,raw,Enlarged_Cardiomediastinum,0.7374358974358973
CheXFound,LR,CheXpert,raw,Fracture,0.7041476808038323
CheXFound,LR,CheXpert,raw,Lung_Lesion,0.7820850914205346
CheXFound,LR,CheXpert,raw,Lung_Opacity,0.7251639004655017
CheXFound,LR,CheXpert,raw,Pleural_Effusion,0.9065942077753102
CheXFound,LR,CheXpert,raw,Pneumonia,0.692765751991631
CheXFound,LR,CheXpert,raw,Pneumothorax,0.8457356439007815
CheXFound,LR,CheXpert,raw,Pleural_Other,0.8136994294605809
CheXFound,LR,CheXpert,raw,Support_Devices,0.8092748475485444
CheXFound,LR,CheXpert,raw,No_Finding,0.7980813008130081
MedSigLIP,LR,NegBio,pca95,Atelectasis,0.7972819328477526
MedSigLIP,LR,NegBio,pca95,Cardiomegaly,0.8334495164379061
MedSigLIP,LR,NegBio,pca95,Consolidation,0.7954706298655344
MedSigLIP,LR,NegBio,pca95,Edema,0.84890618742491
MedSigLIP,LR,NegBio,pca95,Enlarged_Cardiomediastinum,0.7463247863247864
MedSigLIP,LR,NegBio,pca95,Fracture,0.7770040930418288
MedSigLIP,LR,NegBio,pca95,Lung_Lesion,0.7351747640293254
MedSigLIP,LR,NegBio,pca95,Lung_Opacity,0.7368906906320211
MedSigLIP,LR,NegBio,pca95,Pleural_Effusion,0.9041434896128959
MedSigLIP,LR,NegBio,pca95,Pneumonia,0.7393800229621126
MedSigLIP,LR,NegBio,pca95,Pneumothorax,0.9014610941216447
MedSigLIP,LR,NegBio,pca95,Pleural_Other,0.8239718052802165
MedSigLIP,LR,NegBio,pca95,Support_Devices,0.8755729047072331
MedSigLIP,LR,NegBio,pca95,No_Finding,0.7801095825815975
MedSigLIP,LR,10pct,l2,Atelectasis,0.7798729118663594
MedSigLIP,LR,10pct,l2,Cardiomegaly,0.8212773763829307
MedSigLIP,LR,10pct,l2,Consolidation,0.7627403509473979
MedSigLIP,LR,10pct,l2,Edema,0.8363663392093951
MedSigLIP,LR,10pct,l2,Enlarged_Cardiomediastinum,0.5698168498168498
MedSigLIP,LR,10pct,l2,Fracture,0.7339408809440355
MedSigLIP,LR,10pct,l2,Lung_Lesion,0.7295182841068917
MedSigLIP,LR,10pct,l2,Lung_Opacity,0.731515195827545
MedSigLIP,LR,10pct,l2,Pleural_Effusion,0.9060445969894789
MedSigLIP,LR,10pct,l2,Pneumonia,0.7049077725025257
MedSigLIP,LR,10pct,l2,Pneumothorax,0.8814135236153585
MedSigLIP,LR,10pct,l2,Pleural_Other,0.7001102178423236
MedSigLIP,LR,10pct,l2,Support_Devices,0.8425559290704312
MedSigLIP,LR,10pct,l2,No_Finding,0.7924336043360434
CheXagent,i2,5pct,raw,Atelectasis,0.7726724510368662
CheXagent,i2,5pct,raw,Cardiomegaly,0.8518641341160532
CheXagent,i2,5pct,raw,Consolidation,0.7815082334580524
CheXagent,i2,5pct,raw,Edema,0.8616131709673822
CheXagent,i2,5pct,raw,Enlarged_Cardiomediastinum,0.6077167277167277
CheXagent,i2,5pct,raw,Fracture,0.8198153989952097
CheXagent,i2,5pct,raw,Lung_Lesion,0.7821729957805907
CheXagent,i2,5pct,raw,Lung_Opacity,0.7496088323462748
CheXagent,i2,5pct,raw,Pleural_Effusion,0.9291899410009646
CheXagent,i2,5pct,raw,Pneumonia,0.775032858560661
CheXagent,i2,5pct,raw,Pneumothorax,0.9211009174311927
CheXagent,i2,5pct,raw,Pleural_Other,0.8524053423236515
CheXagent,i2,5pct,raw,Support_Devices,0.8821887770357819
CheXagent,i2,5pct,raw,No_Finding,0.8174742547425474
CheXagent,s4,10pct,raw,Atelectasis,0.7078123780010632
CheXagent,s4,10pct,raw,Cardiomegaly,0.7619339540734394
CheXagent,s4,10pct,raw,Consolidation,0.6606027225260819
CheXagent,s4,10pct,raw,Edema,0.7902609279298887
CheXagent,s4,10pct,raw,Enlarged_Cardiomediastinum,0.728500276447203
CheXagent,s4,10pct,raw,Fracture,0.6776047887129473
CheXagent,s4,10pct,raw,Lung_Lesion,0.6860308348960993
CheXagent,s4,10pct,raw,Lung_Opacity,0.7045553772226943
CheXagent,s4,10pct,raw,Pleural_Effusion,0.7935618491784264
CheXagent,s4,10pct,raw,Pneumonia,0.7463684052654549
CheXagent,s4,10pct,raw,Pneumothorax,0.785806721020955
CheXagent,s4,10pct,raw,Pleural_Other,0.799790732847788
CheXagent,s4,10pct,raw,Support_Devices,0.9040753745570016
CheXagent,s4,10pct,raw,No_Finding,0.8247831978319783
EVA-X,s2,CheXpert,raw,Atelectasis,0.7795758928571429
EVA-X,s2,CheXpert,raw,Cardiomegaly,0.8336955294648905
EVA-X,s2,CheXpert,raw,Consolidation,0.7718441745533123
EVA-X,s2,CheXpert,raw,Edema,0.8919019362511305
EVA-X,s2,CheXpert,raw,Enlarged_Cardiomediastinum,0.642051282051282
EVA-X,s2,CheXpert,raw,Fracture,0.6998247458815282
EVA-X,s2,CheXpert,raw,Lung_Lesion,0.7205959915611814
EVA-X,s2,CheXpert,raw,Lung_Opacity,0.7240232994565085
EVA-X,s2,CheXpert,raw,Pleural_Effusion,0.908770217825336
EVA-X,s2,CheXpert,raw,Pneumonia,0.7265899519862665
EVA-X,s2,CheXpert,raw,Pneumothorax,0.9022765885151206
EVA-X,s2,CheXpert,raw,Pleural_Other,0.7697743775933611
EVA-X,s2,CheXpert,raw,Support_Devices,0.8352165127805514
EVA-X,s2,CheXpert,raw,No_Finding,0.7991327913279133
EVA-X,XGB,CheXpert,pca95,Atelectasis,0.7181739631336406
EVA-X,XGB,CheXpert,pca95,Cardiomegaly,0.8190477534432151
EVA-X,XGB,CheXpert,pca95,Consolidation,0.7293263170531624
EVA-X,XGB,CheXpert,pca95,Edema,0.8292184383632917
EVA-X,XGB,CheXpert,pca95,Enlarged_Cardiomediastinum,0.6436630036630037
EVA-X,XGB,CheXpert,pca95,Fracture,0.6220352844958523
EVA-X,XGB,CheXpert,pca95,Lung_Lesion,0.6669303797468356
EVA-X,XGB,CheXpert,pca95,Lung_Opacity,0.6760376300845702
EVA-X,XGB,CheXpert,pca95,Pleural_Effusion,0.878737914170985
EVA-X,XGB,CheXpert,pca95,Pneumonia,0.6571443899037043
EVA-X,XGB,CheXpert,pca95,Pneumothorax,0.8695208970438328
EVA-X,XGB,CheXpert,pca95,Pleural_Other,0.6881483402489627
EVA-X,XGB,CheXpert,pca95,Support_Devices,0.7221713799008724
EVA-X,XGB,CheXpert,pca95,No_Finding,0.773620596205962
CXR_Foundation,s4,CheXpert,raw,Atelectasis,0.694770391609109
CXR_Foundation,s4,CheXpert,raw,Cardiomegaly,0.768989239457023
CXR_Foundation,s4,CheXpert,raw,Consolidation,0.6770876948849054
CXR_Foundation,s4,CheXpert,raw,Edema,0.7896242889685932
CXR_Foundation,s4,CheXpert,raw,Enlarged_Cardiomediastinum,0.7306617515869319
CXR_Foundation,s4,CheXpert,raw,Fracture,0.6160908476260945
CXR_Foundation,s4,CheXpert,raw,Lung_Lesion,0.6565143522507062
CXR_Foundation,s4,CheXpert,raw,Lung_Opacity,0.7022806606303224
CXR_Foundation,s4,CheXpert,raw,Pleural_Effusion,0.7950895345228343
CXR_Foundation,s4,CheXpert,raw,Pneumonia,0.7356818968879075
CXR_Foundation,s4,CheXpert,raw,Pneumothorax,0.7907427685948317
CXR_Foundation,s4,CheXpert,raw,Pleural_Other,0.790861420737684
CXR_Foundation,s4,CheXpert,raw,Support_Devices,0.8345746668647489
CXR_Foundation,s4,CheXpert,raw,No_Finding,0.8109593495934959
Early_Fusion,i2,10pct,raw,Atelectasis,0.7871543778801843
Early_Fusion,i2,10pct,raw,Cardiomegaly,0.8403632309776473
Early_Fusion,i2,10pct,raw,Consolidation,0.7078773084695572
Early_Fusion,i2,10pct,raw,Edema,0.8582312352117736
Early_Fusion,i2,10pct,raw,Enlarged_Cardiomediastinum,0.6005372405372406
Early_Fusion,i2,10pct,raw,Fracture,0.7731043346185302
Early_Fusion,i2,10pct,raw,Lung_Lesion,0.7598892405063291
Early_Fusion,i2,10pct,raw,Lung_Opacity,0.7375691550291243
Early_Fusion,i2,10pct,raw,Pleural_Effusion,0.9231554389034704
Early_Fusion,i2,10pct,raw,Pneumonia,0.7368722226692775
Early_Fusion,i2,10pct,raw,Pneumothorax,0.909616038056405
Early_Fusion,i2,10pct,raw,Pleural_Other,0.7808609958506224
Early_Fusion,i2,10pct,raw,Support_Devices,0.8802406603662458
Early_Fusion,i2,10pct,raw,No_Finding,0.8046016260162601
CheXFound,i4,1pct,raw,Atelectasis,0.5482190619680717
CheXFound,i4,1pct,raw,Cardiomegaly,0.6557859446481458
CheXFound,i4,1pct,raw,Consolidation,0.5689170503029193
CheXFound,i4,1pct,raw,Edema,0.6832969419656404
CheXFound,i4,1pct,raw,Enlarged_Cardiomediastinum,0.5981936126818004
CheXFound,i4,1pct,raw,Fracture,0.6977186936171895
CheXFound,i4,1pct,raw,Lung_Lesion,0.6307859981656034
CheXFound,i4,1pct,raw,Lung_Opacity,0.6005041193092073
CheXFound,i4,1pct,raw,Pleural_Effusion,0.6718944799341178
CheXFound,i4,1pct,raw,Pneumonia,0.593428849604763
CheXFound,i4,1pct,raw,Pneumothorax,0.6452322329648162
CheXFound,i4,1pct,raw,Pleural_Other,0.5575727643575988
CheXFound,i4,1pct,raw,Support_Devices,0.6198416936056466
CheXFound,i4,1pct,raw,No_Finding,0.7565230352303522
CheXFound,i4,NegBio,raw,Atelectasis,0.6611956829912289
CheXFound,i4,NegBio,raw,Cardiomegaly,0.7281833746898536
CheXFound,i4,NegBio,raw,Consolidation,0.6762886424280132
CheXFound,i4,NegBio,raw,Edema,0.7561328720780104
CheXFound,i4,NegBio,raw,Enlarged_Cardiomediastinum,0.6809838063791251
CheXFound,i4,NegBio,raw,Fracture,0.5352336277411486
CheXFound,i4,NegBio,raw,Lung_Lesion,0.5838719640786029
CheXFound,i4,NegBio,raw,Lung_Opacity,0.6459097528791627
CheXFound,i4,NegBio,raw,Pleural_Effusion,0.7511186771408963
CheXFound,i4,NegBio,raw,Pneumonia,0.6784918216224545
CheXFound,i4,NegBio,raw,Pneumothorax,0.7361674578138857
CheXFound,i4,NegBio,raw,Pleural_Other,0.707431192918356
CheXFound,i4,NegBio,raw,Support_Devices,0.7785652331076335
CheXFound,i4,NegBio,raw,No_Finding,0.8044120059045432
CheXagent,LR,10pct,raw,Atelectasis,0.7603326612903226
CheXagent,LR,10pct,raw,Cardiomegaly,0.8360803793181305
CheXagent,LR,10pct,raw,Consolidation,0.7786870485603954
CheXagent,LR,10pct,raw,Edema,0.8590860101829714
CheXagent,LR,10pct,raw,Enlarged_Cardiomediastinum,0.6606593406593406
CheXagent,LR,10pct,raw,Fracture,0.8075008762705923
CheXagent,LR,10pct,raw,Lung_Lesion,0.7802390998593529
CheXagent,LR,10pct,raw,Lung_Opacity,0.754702541980454
CheXagent,LR,10pct,raw,Pleural_Effusion,0.92463602306122
CheXagent,LR,10pct,raw,Pneumonia,0.764607530198582
CheXagent,LR,10pct,raw,Pneumothorax,0.9044512402310566
CheXagent,LR,10pct,raw,Pleural_Other,0.7880575726141079
CheXagent,LR,10pct,raw,Support_Devices,0.89443019852668
CheXagent,LR,10pct,raw,No_Finding,0.8137940379403795
BioViL-T,XGB,1pct,raw,Atelectasis,0.5920533914170507
BioViL-T,XGB,1pct,raw,Cardiomegaly,0.6396971664032514
BioViL-T,XGB,1pct,raw,Consolidation,0.4830328738069989
